autoID,ScopeItemID,Description,LOB,BusinessArea,Status,AE,AR,AT,AU,BE,BG,BR,CA,CH,CL,CN,CO,CZ,DE,DK,EG,ES,FI,FR,GB,GR,HK,HR,HU,ID,IE,IL,IND,IT,JP,KR,KW,KZ,LU,MX,MY,NL,NR,NZ,OM,PE,PH,PL,PT,QA,RO,RS,RU,SA,SE,SG,SI,SK,TH,TR,TW,UA,US,ZA,Non_Localised
65,1GB,Asset Accounting - Group Ledger IFRS,Finance,Accounting and Financial Close,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
66,33F,Asset Accounting - Group Ledger US GAAP,Finance,Accounting and Financial Close,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
67,56E,Asset Retirement Obligation,Finance,Accounting and Financial Close,Available,Released,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No,Released,No,Released,Released,No,No,No,No,No,No,No,No,No,Released,Released,No,No,No,No,No,Released,No,No,No,No,No,Released,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,Released,Released
68,6X6,Asset Retirement Obligation - Group Ledger US GAAP,Finance,Accounting and Financial Close,Available,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,Released,Released,No,No,No,No,No,No,No,No,Released,Released,Released,No,No,No,No,No,Released,No,No,No,No,No,Released,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,Released,No
69,5IT,Asset Retirement Obligation - IFRS,Finance,Accounting and Financial Close,Available,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,Released,Released,No,No,No,No,No,No,No,No,Released,Released,Released,No,No,No,No,No,Released,No,No,No,No,No,Released,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,Released,No
70,BFH,Asset Under Construction,Finance,Accounting and Financial Close,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
71,5KF,Asset Under Construction   Additional Depreciation Area,Finance,Accounting and Financial Close,Available,Released,No,Released,Released,Released,No,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
72,1GF,Asset Under Construction - Group Ledger IFRS,Finance,Accounting and Financial Close,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
73,33G,Asset Under Construction - Group Ledger US GAAP,Finance,Accounting and Financial Close,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
74,649,Average Daily Balances for Banking,Finance,Accounting and Financial Close,Available,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No
75,1GO,Cash Journal,Finance,Accounting and Financial Close,Available,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,No,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released,Released
76,3KK,Contract-Based Revenue Recognition - IFRS,Finance,Accounting and Financial Close,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,No
77,3VS,Contract-Based Revenue Recognition - US GAAP,Finance,Accounting and Financial Close,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,Released,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,No
78,54D,Control Credit for Taxes on Assets,Finance,Accounting and Financial Close,Available,No,No,No,No,No,No,Released,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
79,6GD,Engineer Products and Systems - Project with Production,Finance,Accounting and Financial Close,Available,Released,No,Released,Released,Released,No,No,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,No,Released,Released,Released,No,Released,Released,Released,Released,No,No,Released,Released,Released,Released,Released,Released,No,No,Released,No,Released,No,Released,No,No,Released,Released,Released,No,Released,Released,Released,Released,No,Released,Released,Released
80,6SZ,Error Correction and Suspense Accounting for Banking,Finance,Accounting and Financial Close,Available,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Released,No,No
